id,flight_number,airline,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,aircraft,price
2556,WN7908,Southwest Airlines,DEN,JFK,2026-02-05T22:45:00,2026-02-06T01:33:12.286154,A320,942.76
2557,WN8226,Southwest Airlines,ORD,DFW,2026-02-05T05:30:00,2026-02-05T08:37:55.734943,A320,784.0
2558,UA9302,United Airlines,SEA,SFO,2026-02-05T16:00:00,2026-02-05T18:22:25.981532,B737,475.47
2559,B61305,JetBlue,LAX,JFK,2026-02-05T18:00:00,2026-02-05T20:54:48.072444,B737,352.21
2560,UA5972,United Airlines,ATL,JFK,2026-02-05T22:30:00,2026-02-06T00:42:59.510419,B738,80.22
2561,B6762,JetBlue,DFW,SEA,2026-02-05T22:45:00,2026-02-06T01:29:44.670602,A320,703.03
2562,WN3097,Southwest Airlines,SEA,LAX,2026-02-05T20:00:00,2026-02-06T02:11:33.344123,B787,143.34
2563,UA7369,United Airlines,ATL,ORD,2026-02-05T11:15:00,2026-02-05T14:55:08.092801,A321,388.52
2564,B63193,JetBlue,ORD,SFO,2026-02-05T15:45:00,2026-02-05T18:42:31.439103,B737,643.67
2565,DL2161,Delta Air Lines,JFK,SFO,2026-02-05T06:00:00,2026-02-05T08:59:56.382508,A320,811.8
2566,DL828,Delta Air Lines,SFO,BOS,2026-02-05T18:00:00,2026-02-06T00:09:09.310956,B787,921.48
2567,AA1622,American Airlines,DFW,LAX,2026-02-05T21:15:00,2026-02-06T00:18:46.454940,A321,721.52
2568,DL3763,Delta Air Lines,JFK,ORD,2026-02-06T19:30:00,2026-02-06T22:26:43.183084,A321,78.9
2569,DL6641,Delta Air Lines,LAX,MIA,2026-02-06T20:45:00,2026-02-07T02:09:49.993575,B787,121.31
2570,DL5433,Delta Air Lines,BOS,DFW,2026-02-06T20:45:00,2026-02-06T23:45:43.798703,B737,390.44
2571,B6202,JetBlue,JFK,DFW,2026-02-06T18:15:00,2026-02-06T21:25:47.029902,B737,497.23
2572,AA5242,American Airlines,SFO,SEA,2026-02-06T12:15:00,2026-02-06T14:29:42.498380,B737,435.07
2573,UA5215,United Airlines,BOS,SFO,2026-02-06T23:45:00,2026-02-07T02:30:15.230558,B738,965.92
2574,DL621,Delta Air Lines,ATL,SFO,2026-02-06T15:45:00,2026-02-06T18:34:42.781680,B737,773.46
2575,AA6764,American Airlines,JFK,DFW,2026-02-06T21:30:00,2026-02-07T03:32:05.996257,B787,362.24
2576,DL1105,Delta Air Lines,DEN,ORD,2026-02-06T14:30:00,2026-02-06T20:21:07.104641,B787,978.16
2577,WN4768,Southwest Airlines,BOS,SEA,2026-02-06T20:45:00,2026-02-07T00:18:35.610303,A321,481.38
2578,WN6625,Southwest Airlines,ATL,SEA,2026-02-06T05:45:00,2026-02-06T08:55:14.008355,B737,643.87
2579,B64191,JetBlue,BOS,LAX,2026-02-06T22:15:00,2026-02-07T00:19:59.811788,A320,145.13
2580,B61136,JetBlue,SEA,ATL,2026-02-06T10:45:00,2026-02-06T13:32:33.074677,B737,564.67
2581,AA8979,American Airlines,BOS,DFW,2026-02-06T06:45:00,2026-02-06T09:55:19.406816,B737,701.19
2582,WN6015,Southwest Airlines,ATL,LAX,2026-02-06T09:00:00,2026-02-06T11:39:59.529831,A321,959.75
2583,WN6809,Southwest Airlines,MIA,SEA,2026-02-06T19:45:00,2026-02-06T22:28:16.556410,A321,916.86
2584,WN819,Southwest Airlines,BOS,LAX,2026-02-06T23:15:00,2026-02-07T02:24:13.655881,A321,325.61
2585,DL1748,Delta Air Lines,SFO,MIA,2026-02-06T15:45:00,2026-02-06T18:00:52.681533,B737,840.09
2586,AA7240,American Airlines,SEA,MIA,2026-02-06T08:30:00,2026-02-06T11:34:02.916879,A320,475.75
2587,WN1106,Southwest Airlines,SFO,JFK,2026-02-06T06:45:00,2026-02-06T08:56:23.709091,B737,563.3
2588,B61467,JetBlue,BOS,MIA,2026-02-06T10:15:00,2026-02-06T13:32:37.003600,B737,324.47
2589,WN6777,Southwest Airlines,LAX,ATL,2026-02-06T23:15:00,2026-02-07T02:23:00.950204,B738,376.96
2590,WN798,Southwest Airlines,ORD,ATL,2026-02-06T16:45:00,2026-02-06T21:58:38.610982,B787,883.81
2591,B64060,JetBlue,JFK,ORD,2026-02-06T14:30:00,2026-02-06T19:59:16.853104,B787,566.25
2592,WN4594,Southwest Airlines,MIA,SFO,2026-02-06T22:00:00,2026-02-07T00:58:56.532951,A321,913.99
2593,UA5958,United Airlines,LAX,MIA,2026-02-06T23:15:00,2026-02-07T01:43:53.900130,B738,269.48
2594,WN3828,Southwest Airlines,MIA,DEN,2026-02-06T10:15:00,2026-02-06T12:53:24.787032,B738,233.89
2595,UA3489,United Airlines,ATL,MIA,2026-02-06T12:45:00,2026-02-06T19:00:42.390344,B787,455.68
2596,AA3959,American Airlines,DEN,SEA,2026-02-06T18:00:00,2026-02-06T23:10:48.346892,B787,786.29
2597,WN3156,Southwest Airlines,DEN,ORD,2026-02-06T21:15:00,2026-02-06T23:21:59.999684,A320,836.48
2598,AA4024,American Airlines,JFK,ATL,2026-02-06T09:15:00,2026-02-06T14:58:09.761347,B787,134.66
2599,DL3395,Delta Air Lines,DEN,ATL,2026-02-06T17:30:00,2026-02-06T20:48:33.239154,B738,789.41
2600,AA4931,American Airlines,LAX,DFW,2026-02-06T19:30:00,2026-02-06T21:58:53.059864,A320,726.14
2601,AA3775,American Airlines,DFW,SFO,2026-02-06T10:00:00,2026-02-06T13:11:53.163803,B738,964.98
2602,UA1676,United Airlines,SEA,LAX,2026-02-06T22:45:00,2026-02-07T01:55:12.350374,B737,409.79
2603,DL8412,Delta Air Lines,LAX,ORD,2026-02-06T18:00:00,2026-02-06T21:08:07.985499,B738,453.63
2604,WN3203,Southwest Airlines,LAX,SEA,2026-02-06T14:45:00,2026-02-06T20:05:10.634534,B787,637.02
2605,UA236,United Airlines,LAX,DEN,2026-02-06T12:00:00,2026-02-06T15:13:02.243551,B737,668.67
2606,DL606,Delta Air Lines,SFO,JFK,2026-02-06T05:15:00,2026-02-06T08:50:50.324063,A321,279.63
2607,DL4702,Delta Air Lines,DEN,SEA,2026-02-06T11:15:00,2026-02-06T14:22:38.525044,A320,180.92
2608,UA8292,United Airlines,JFK,BOS,2026-02-06T22:00:00,2026-02-07T03:47:45.136620,B787,237.14
2609,DL1109,Delta Air Lines,DEN,BOS,2026-02-06T11:45:00,2026-02-06T14:47:50.572656,A321,783.33
2610,DL5905,Delta Air Lines,ORD,JFK,2026-02-06T14:15:00,2026-02-06T17:30:30.001676,B738,748.9
2611,B66998,JetBlue,ORD,LAX,2026-02-06T05:30:00,2026-02-06T08:26:28.636783,B738,199.03
2612,B66200,JetBlue,DEN,BOS,2026-02-06T17:30:00,2026-02-06T20:54:34.216896,A321,597.36
2613,WN9869,Southwest Airlines,ATL,ORD,2026-02-06T16:30:00,2026-02-06T18:51:47.109583,A320,268.09
2614,DL6316,Delta Air Lines,LAX,SFO,2026-02-06T17:45:00,2026-02-06T19:57:05.026662,B737,207.35
2615,DL5451,Delta Air Lines,ORD,MIA,2026-02-06T11:45:00,2026-02-06T14:21:56.424798,B737,332.45
2616,AA3794,American Airlines,SFO,JFK,2026-02-06T13:30:00,2026-02-06T15:43:31.129454,B737,357.5
2617,WN7277,Southwest Airlines,ATL,BOS,2026-02-06T08:15:00,2026-02-06T10:57:52.871319,A321,486.57
2618,WN7242,Southwest Airlines,SEA,BOS,2026-02-06T07:30:00,2026-02-06T09:54:17.548821,B738,306.28
2619,B66081,JetBlue,SEA,BOS,2026-02-06T16:45:00,2026-02-06T18:59:51.811332,A320,860.02
2620,B64072,JetBlue,ORD,JFK,2026-02-06T15:00:00,2026-02-06T17:17:54.042847,A320,343.07
2621,AA4033,American Airlines,MIA,DEN,2026-02-06T18:15:00,2026-02-07T00:25:54.653868,B787,785.46
2622,UA3111,United Airlines,SFO,DEN,2026-02-07T06:00:00,2026-02-07T09:40:39.213655,A321,657.05
2623,B61152,JetBlue,LAX,JFK,2026-02-07T10:30:00,2026-02-07T13:34:44.607254,B738,988.97
2624,DL8999,Delta Air Lines,SEA,LAX,2026-02-07T19:00:00,2026-02-07T22:14:05.312130,B737,975.88
2625,UA193,United Airlines,DFW,DEN,2026-02-07T07:30:00,2026-02-07T13:11:09.869569,B787,609.24
2626,WN2882,Southwest Airlines,ORD,MIA,2026-02-07T12:00:00,2026-02-07T15:11:45.674158,A320,316.4
2627,B68388,JetBlue,SFO,DEN,2026-02-07T22:00:00,2026-02-08T00:47:25.593151,B738,183.98
2628,B64142,JetBlue,ORD,DFW,2026-02-07T08:45:00,2026-02-07T11:14:02.176316,B738,296.06
2629,DL519,Delta Air Lines,DEN,SEA,2026-02-07T07:00:00,2026-02-07T09:38:51.841308,A321,597.08
2630,DL6358,Delta Air Lines,LAX,DEN,2026-02-07T17:00:00,2026-02-07T19:07:39.720238,A320,119.91
2631,UA8966,United Airlines,SFO,SEA,2026-02-07T09:45:00,2026-02-07T12:51:02.532579,B738,712.43
2632,AA1605,American Airlines,SFO,ATL,2026-02-07T12:15:00,2026-02-07T15:34:48.434438,A321,423.1
2633,AA3864,American Airlines,SEA,ORD,2026-02-07T06:15:00,2026-02-07T11:30:34.952359,B787,211.33
2634,B68700,JetBlue,DEN,DFW,2026-02-07T09:45:00,2026-02-07T11:48:46.330117,B737,699.3
2635,UA400,United Airlines,SFO,SEA,2026-02-07T21:00:00,2026-02-08T00:03:13.455424,B738,457.75
2636,B65012,JetBlue,SFO,JFK,2026-02-07T21:45:00,2026-02-08T01:07:53.838067,A321,437.33
2637,WN4023,Southwest Airlines,JFK,SEA,2026-02-07T22:15:00,2026-02-08T03:33:36.049918,B787,477.83
2638,DL5805,Delta Air Lines,JFK,SFO,2026-02-07T05:00:00,2026-02-07T07:51:21.384985,A320,475.74
2639,AA9660,American Airlines,LAX,JFK,2026-02-07T15:45:00,2026-02-07T18:42:02.984302,A320,556.44
2640,UA4120,United Airlines,ATL,MIA,2026-02-07T07:45:00,2026-02-07T11:09:56.539024,A321,492.19
2641,WN5152,Southwest Airlines,SFO,JFK,2026-02-07T11:00:00,2026-02-07T13:54:22.721136,B738,919.73
2642,WN4596,Southwest Airlines,DEN,BOS,2026-02-07T12:45:00,2026-02-07T16:21:39.324334,A321,681.06
2643,AA9183,American Airlines,DEN,ORD,2026-02-07T20:45:00,2026-02-07T23:43:48.923309,B738,998.01
2644,WN365,Southwest Airlines,LAX,DFW,2026-02-07T20:30:00,2026-02-07T23:42:56.415787,A321,988.9
2645,DL4492,Delta Air Lines,BOS,SEA,2026-02-07T12:00:00,2026-02-07T14:41:40.881542,B737,558.19
2646,WN5975,Southwest Airlines,LAX,BOS,2026-02-07T21:00:00,2026-02-08T00:12:43.034299,A321,566.95
2647,UA4461,United Airlines,LAX,MIA,2026-02-07T16:30:00,2026-02-07T19:38:28.021710,A320,493.64
2648,AA2247,American Airlines,MIA,LAX,2026-02-07T10:15:00,2026-02-07T13:09:15.231959,A321,942.36
2649,DL225,Delta Air Lines,BOS,ORD,2026-02-07T22:45:00,2026-02-08T04:46:05.835794,B787,399.54
2650,DL6526,Delta Air Lines,LAX,DFW,2026-02-07T09:00:00,2026-02-07T11:37:59.948400,A321,487.55
2651,WN593,Southwest Airlines,DEN,SEA,2026-02-07T09:00:00,2026-02-07T14:52:49.666420,B787,725.37
2652,UA8940,United Airlines,MIA,JFK,2026-02-07T23:00:00,2026-02-08T02:13:02.021205,B737,423.96
2653,AA9799,American Airlines,DEN,DFW,2026-02-07T15:45:00,2026-02-07T18:16:57.744407,B737,604.38
2654,AA5355,American Airlines,DEN,MIA,2026-02-07T12:15:00,2026-02-07T15:49:20.333801,A321,437.78
2655,DL5547,Delta Air Lines,SFO,DEN,2026-02-07T16:15:00,2026-02-07T19:09:31.063151,A321,673.69
2656,B65651,JetBlue,LAX,ORD,2026-02-07T22:15:00,2026-02-08T04:11:09.938471,B787,522.93
2657,AA1154,American Airlines,MIA,DFW,2026-02-07T10:30:00,2026-02-07T16:20:49.330383,B787,633.81
2658,UA4408,United Airlines,JFK,SEA,2026-02-07T20:15:00,2026-02-07T22:26:40.251838,A320,396.22
2659,UA1379,United Airlines,LAX,SEA,2026-02-07T17:00:00,2026-02-07T23:07:39.797604,B787,88.41
2660,B69348,JetBlue,SFO,JFK,2026-02-07T06:30:00,2026-02-07T09:18:13.483091,A321,413.43
2661,AA9216,American Airlines,DEN,DFW,2026-02-07T17:00:00,2026-02-07T19:40:01.631980,B737,74.52
2662,AA5743,American Airlines,DFW,LAX,2026-02-07T06:00:00,2026-02-07T09:07:42.404043,B738,991.08
2663,DL1189,Delta Air Lines,MIA,LAX,2026-02-07T10:00:00,2026-02-07T13:13:56.583219,A320,868.07
2664,DL6156,Delta Air Lines,ATL,MIA,2026-02-07T10:00:00,2026-02-07T12:55:45.147287,A320,832.38
2665,AA8647,American Airlines,LAX,SFO,2026-02-07T18:00:00,2026-02-07T20:03:10.103351,A320,540.4
2666,WN5241,Southwest Airlines,DFW,DEN,2026-02-07T09:45:00,2026-02-07T12:02:23.639697,A320,373.47
2667,DL3189,Delta Air Lines,ORD,DFW,2026-02-07T07:30:00,2026-02-07T10:13:35.214574,B737,738.06
2668,AA4294,American Airlines,ATL,SEA,2026-02-07T08:30:00,2026-02-07T13:34:25.252390,B787,378.28
2669,UA1976,United Airlines,ATL,JFK,2026-02-08T11:45:00,2026-02-08T15:01:47.602151,B737,161.01
2670,DL2451,Delta Air Lines,DEN,SEA,2026-02-08T23:45:00,2026-02-09T05:23:57.874440,B787,651.62
2671,DL3961,Delta Air Lines,LAX,SFO,2026-02-08T10:00:00,2026-02-08T13:05:47.277488,A321,601.06
2672,AA8310,American Airlines,ORD,SEA,2026-02-08T06:00:00,2026-02-08T11:34:15.057905,B787,476.56
2673,B64015,JetBlue,ORD,MIA,2026-02-08T22:15:00,2026-02-09T00:51:21.133488,B737,713.43
2674,DL8004,Delta Air Lines,BOS,DFW,2026-02-08T23:15:00,2026-02-09T01:49:52.583653,A320,574.79
2675,B63744,JetBlue,BOS,DEN,2026-02-08T07:15:00,2026-02-08T10:30:30.871874,B737,238.56
2676,AA7247,American Airlines,SFO,ORD,2026-02-08T23:30:00,2026-02-09T02:59:05.716364,B738,160.2
2677,DL6857,Delta Air Lines,JFK,SEA,2026-02-08T14:30:00,2026-02-08T17:45:43.566489,A320,52.12
2678,DL2663,Delta Air Lines,JFK,DEN,2026-02-08T07:15:00,2026-02-08T12:27:47.418242,B787,759.53
2679,UA5528,United Airlines,SEA,DFW,2026-02-08T23:45:00,2026-02-09T02:02:02.151531,B737,794.3
2680,B6951,JetBlue,ORD,JFK,2026-02-08T14:00:00,2026-02-08T17:00:03.649749,B738,342.85
2681,WN8414,Southwest Airlines,ATL,DEN,2026-02-08T08:30:00,2026-02-08T11:37:46.552968,B737,929.82
2682,WN9658,Southwest Airlines,SFO,ATL,2026-02-08T21:45:00,2026-02-09T00:24:26.384130,B737,734.07
2683,B69890,JetBlue,JFK,MIA,2026-02-08T15:00:00,2026-02-08T18:12:56.409969,A320,792.73
2684,B64014,JetBlue,ATL,LAX,2026-02-08T18:15:00,2026-02-08T21:13:23.240809,B737,118.85
2685,UA2199,United Airlines,SFO,MIA,2026-02-08T06:45:00,2026-02-08T12:21:00.794769,B787,531.16
2686,DL4539,Delta Air Lines,DEN,ATL,2026-02-08T07:30:00,2026-02-08T10:19:14.301537,A320,880.24
2687,UA4936,United Airlines,BOS,SEA,2026-02-08T09:00:00,2026-02-08T12:19:44.236052,B738,56.65
2688,DL2085,Delta Air Lines,ORD,DEN,2026-02-08T21:00:00,2026-02-08T23:56:30.163188,A320,204.26
2689,DL1365,Delta Air Lines,BOS,SFO,2026-02-08T13:00:00,2026-02-08T15:36:33.999286,A320,762.2
2690,AA5055,American Airlines,LAX,MIA,2026-02-08T06:15:00,2026-02-08T08:20:11.557323,B737,80.45
2691,AA3564,American Airlines,LAX,ATL,2026-02-08T23:00:00,2026-02-09T01:36:35.309247,B738,712.0
2692,B63623,JetBlue,SEA,ATL,2026-02-08T07:45:00,2026-02-08T10:18:30.594724,A320,318.44
2693,AA7023,American Airlines,SFO,ATL,2026-02-08T17:00:00,2026-02-08T20:35:47.504731,A321,80.12
2694,AA2684,American Airlines,ATL,MIA,2026-02-08T14:45:00,2026-02-08T17:34:00.197362,B738,108.15
2695,UA3009,United Airlines,DEN,LAX,2026-02-08T06:15:00,2026-02-08T09:26:55.673277,A320,758.95
2696,B69784,JetBlue,DFW,SFO,2026-02-08T23:30:00,2026-02-09T02:37:42.905199,B737,410.96
2697,AA4369,American Airlines,DFW,MIA,2026-02-08T16:45:00,2026-02-08T19:35:21.027812,B738,289.71
2698,DL6401,Delta Air Lines,LAX,SFO,2026-02-08T15:45:00,2026-02-08T18:17:11.251058,B737,877.04
2699,WN9386,Southwest Airlines,ATL,SFO,2026-02-08T12:30:00,2026-02-08T15:19:01.372159,A321,845.99
2700,DL9179,Delta Air Lines,DFW,ORD,2026-02-08T15:30:00,2026-02-08T17:30:29.223730,B737,86.29
2701,AA7839,American Airlines,SEA,LAX,2026-02-08T16:45:00,2026-02-08T19:15:13.800015,A321,934.44
2702,WN5938,Southwest Airlines,JFK,SEA,2026-02-08T20:45:00,2026-02-08T23:00:53.966023,B737,999.28
2703,UA7787,United Airlines,LAX,SEA,2026-02-08T20:00:00,2026-02-09T01:07:16.059974,B787,893.09
2704,UA6551,United Airlines,DFW,BOS,2026-02-08T10:30:00,2026-02-08T16:31:22.552984,B787,256.62
2705,WN5002,Southwest Airlines,DEN,BOS,2026-02-08T08:00:00,2026-02-08T10:30:43.225646,B737,972.62
2706,UA8385,United Airlines,DEN,ORD,2026-02-08T21:00:00,2026-02-09T02:39:34.006679,B787,360.65
2707,DL3012,Delta Air Lines,SFO,ORD,2026-02-08T06:00:00,2026-02-08T08:44:07.322146,B737,510.07
2708,AA8430,American Airlines,BOS,LAX,2026-02-08T09:15:00,2026-02-08T15:24:55.821096,B787,764.96
2709,AA8528,American Airlines,MIA,ATL,2026-02-08T12:15:00,2026-02-08T14:33:07.316844,B738,435.75
2710,DL8627,Delta Air Lines,SFO,LAX,2026-02-08T12:00:00,2026-02-08T15:17:29.061736,B738,919.02
2711,AA7541,American Airlines,DEN,ORD,2026-02-08T05:30:00,2026-02-08T11:28:33.111131,B787,463.57
2712,AA4996,American Airlines,SEA,LAX,2026-02-08T11:45:00,2026-02-08T14:36:34.104686,B737,522.74
2713,WN5478,Southwest Airlines,LAX,SFO,2026-02-08T13:30:00,2026-02-08T16:26:59.020286,B738,515.6
2714,AA8994,American Airlines,ORD,JFK,2026-02-08T08:45:00,2026-02-08T10:57:12.496205,B737,356.42
2715,UA7066,United Airlines,BOS,MIA,2026-02-08T21:15:00,2026-02-09T00:20:51.210394,B737,352.52
2716,DL6177,Delta Air Lines,JFK,ATL,2026-02-08T11:00:00,2026-02-08T14:01:48.864690,B737,302.49
2717,AA5229,American Airlines,ORD,JFK,2026-02-08T12:15:00,2026-02-08T14:22:26.599390,A320,188.32
2718,WN8134,Southwest Airlines,LAX,DFW,2026-02-08T12:15:00,2026-02-08T15:15:41.842320,A320,958.08
2719,UA7846,United Airlines,SEA,JFK,2026-02-08T11:15:00,2026-02-08T13:53:16.794469,B737,359.42
2720,UA7668,United Airlines,JFK,MIA,2026-02-08T14:00:00,2026-02-08T20:11:09.055227,B787,492.18
2721,WN4477,Southwest Airlines,SFO,SEA,2026-02-09T06:30:00,2026-02-09T09:30:13.713942,B738,553.28
2722,AA1367,American Airlines,DEN,LAX,2026-02-09T12:30:00,2026-02-09T14:31:29.876020,A320,252.19
2723,DL824,Delta Air Lines,ATL,MIA,2026-02-09T15:15:00,2026-02-09T18:15:44.181558,A320,580.07
2724,DL4776,Delta Air Lines,MIA,DEN,2026-02-09T15:00:00,2026-02-09T18:19:03.758579,B738,165.74
2725,AA2187,American Airlines,LAX,DEN,2026-02-09T22:15:00,2026-02-10T00:51:09.793959,A321,578.43
2726,UA8359,United Airlines,JFK,SFO,2026-02-09T08:30:00,2026-02-09T11:48:12.658732,B738,621.22
2727,AA4913,American Airlines,ORD,MIA,2026-02-09T20:15:00,2026-02-09T23:16:50.127243,A320,363.02
2728,WN8648,Southwest Airlines,LAX,SFO,2026-02-09T10:45:00,2026-02-09T13:55:44.925124,A320,526.1
2729,B6456,JetBlue,DEN,MIA,2026-02-09T20:00:00,2026-02-10T01:15:26.471680,B787,739.95
2730,UA4033,United Airlines,ORD,LAX,2026-02-09T08:15:00,2026-02-09T14:25:19.545948,B787,967.65
2731,B68165,JetBlue,SEA,ORD,2026-02-09T22:15:00,2026-02-10T01:39:34.583921,A321,741.29
2732,AA5584,American Airlines,DFW,SEA,2026-02-09T08:45:00,2026-02-09T10:51:42.298417,B737,927.21
2733,WN7915,Southwest Airlines,ATL,ORD,2026-02-09T13:15:00,2026-02-09T15:26:29.483988,A320,413.87
2734,UA961,United Airlines,ATL,LAX,2026-02-09T12:00:00,2026-02-09T15:04:48.644181,A320,770.73
2735,UA8734,United Airlines,SFO,LAX,2026-02-09T23:30:00,2026-02-10T01:58:18.461299,B737,79.23
2736,AA9636,American Airlines,JFK,SFO,2026-02-09T10:00:00,2026-02-09T13:20:20.922190,B738,808.39
2737,B66099,JetBlue,DEN,SFO,2026-02-09T06:00:00,2026-02-09T08:23:54.720104,B738,711.96
2738,WN4496,Southwest Airlines,BOS,SEA,2026-02-09T10:00:00,2026-02-09T13:19:46.730417,B738,119.53
2739,B64226,JetBlue,BOS,ATL,2026-02-09T13:45:00,2026-02-09T16:54:41.157000,B738,416.59
2740,UA5597,United Airlines,DFW,SEA,2026-02-09T06:45:00,2026-02-09T08:57:44.170357,B737,562.21
2741,DL1378,Delta Air Lines,JFK,ATL,2026-02-09T09:00:00,2026-02-09T11:37:41.020914,A320,85.95
2742,DL1723,Delta Air Lines,ATL,SEA,2026-02-09T20:00:00,2026-02-09T23:42:47.892696,A321,377.81
2743,UA7578,United Airlines,DFW,BOS,2026-02-09T20:00:00,2026-02-09T23:04:55.904147,A321,91.5
2744,AA240,American Airlines,ATL,DFW,2026-02-09T19:00:00,2026-02-09T22:13:49.161376,A321,59.28
2745,WN9264,Southwest Airlines,MIA,LAX,2026-02-09T18:15:00,2026-02-09T20:59:42.948549,A320,273.58
2746,UA1993,United Airlines,BOS,ATL,2026-02-09T19:30:00,2026-02-09T21:45:35.051890,B738,742.71
2747,AA5015,American Airlines,ORD,DFW,2026-02-09T06:45:00,2026-02-09T12:26:40.720606,B787,310.65
2748,UA5612,United Airlines,DFW,ATL,2026-02-09T07:30:00,2026-02-09T09:48:15.712607,A320,500.72
2749,UA7807,United Airlines,BOS,SFO,2026-02-09T11:45:00,2026-02-09T17:59:05.406673,B787,111.51
2750,DL8168,Delta Air Lines,DFW,JFK,2026-02-09T08:15:00,2026-02-09T11:20:29.633693,B737,443.84
2751,DL5483,Delta Air Lines,ATL,SFO,2026-02-09T05:30:00,2026-02-09T08:54:51.224899,A321,776.79
2752,AA9389,American Airlines,JFK,ORD,2026-02-09T16:30:00,2026-02-09T19:31:54.562520,B738,880.93
2753,UA2553,United Airlines,SFO,LAX,2026-02-09T13:30:00,2026-02-09T19:34:45.254999,B787,759.63
2754,WN577,Southwest Airlines,JFK,LAX,2026-02-09T08:45:00,2026-02-09T14:02:27.976998,B787,87.66
2755,B61819,JetBlue,SFO,ORD,2026-02-09T20:00:00,2026-02-10T01:09:39.612034,B787,226.77
2756,UA808,United Airlines,SFO,SEA,2026-02-09T14:30:00,2026-02-09T19:37:26.070323,B787,647.63
2757,B63691,JetBlue,DEN,ATL,2026-02-09T09:15:00,2026-02-09T12:14:54.593751,A321,281.72
2758,B6194,JetBlue,MIA,SEA,2026-02-09T11:45:00,2026-02-09T17:16:21.381066,B787,322.11
2759,B69334,JetBlue,JFK,ORD,2026-02-09T19:00:00,2026-02-10T00:33:26.305143,B787,942.78
2760,UA6551,United Airlines,JFK,DEN,2026-02-09T20:45:00,2026-02-10T00:16:11.222945,A321,269.83
2761,WN8001,Southwest Airlines,DEN,SFO,2026-02-09T12:15:00,2026-02-09T15:03:47.549398,A320,973.53
2762,WN923,Southwest Airlines,JFK,MIA,2026-02-09T20:15:00,2026-02-09T23:35:01.205584,A321,874.55
2763,DL3817,Delta Air Lines,ATL,ORD,2026-02-09T15:45:00,2026-02-09T18:25:26.938694,A321,562.27
2764,B67180,JetBlue,ATL,DEN,2026-02-09T10:00:00,2026-02-09T13:12:25.814723,B738,120.97
2765,UA5601,United Airlines,SFO,SEA,2026-02-09T15:30:00,2026-02-09T17:36:48.836397,B737,655.83
2766,AA2045,American Airlines,BOS,JFK,2026-02-09T10:15:00,2026-02-09T12:57:07.960598,A320,87.11
2767,UA7241,United Airlines,ORD,MIA,2026-02-09T16:45:00,2026-02-09T19:50:21.477628,B737,139.05
2768,B6770,JetBlue,JFK,BOS,2026-02-09T09:15:00,2026-02-09T12:32:47.492340,B738,69.2
2769,WN6509,Southwest Airlines,JFK,ORD,2026-02-09T21:00:00,2026-02-10T02:15:11.485795,B787,374.29
2770,AA3311,American Airlines,DFW,BOS,2026-02-09T07:45:00,2026-02-09T11:10:15.123944,A321,712.92
2771,B64279,JetBlue,ATL,ORD,2026-02-09T10:30:00,2026-02-09T13:30:40.665336,A321,553.64
2772,B6812,JetBlue,DEN,SFO,2026-02-09T18:00:00,2026-02-09T23:40:55.607716,B787,739.8
2773,AA8775,American Airlines,SEA,DEN,2026-02-09T15:00:00,2026-02-09T17:24:39.023935,B737,399.48
2774,DL3730,Delta Air Lines,ORD,DFW,2026-02-09T15:15:00,2026-02-09T21:05:18.948058,B787,516.61
2775,WN7997,Southwest Airlines,DFW,ATL,2026-02-09T23:30:00,2026-02-10T01:48:23.570034,A320,585.06
2776,UA9017,United Airlines,SFO,LAX,2026-02-09T07:15:00,2026-02-09T12:38:03.151252,B787,395.72
2777,UA7101,United Airlines,ORD,BOS,2026-02-09T19:45:00,2026-02-09T22:54:16.884475,A320,427.6
2778,AA3180,American Airlines,LAX,SFO,2026-02-09T23:45:00,2026-02-10T02:04:22.935217,B738,795.92
2779,AA1536,American Airlines,ATL,DFW,2026-02-09T22:15:00,2026-02-10T01:44:16.353488,A321,975.74
2780,WN6195,Southwest Airlines,MIA,SEA,2026-02-09T20:45:00,2026-02-09T23:58:40.789355,A321,125.48
2781,B68150,JetBlue,BOS,MIA,2026-02-09T18:45:00,2026-02-09T22:06:51.413820,B738,457.95
2782,AA8197,American Airlines,BOS,SFO,2026-02-09T16:45:00,2026-02-09T19:30:19.115343,B738,164.91
2783,AA5034,American Airlines,LAX,ORD,2026-02-09T16:30:00,2026-02-09T20:10:25.590432,A321,773.88
2784,WN956,Southwest Airlines,LAX,ORD,2026-02-09T18:45:00,2026-02-09T21:06:28.156307,A320,363.32
2785,UA8729,United Airlines,ATL,BOS,2026-02-09T06:00:00,2026-02-09T11:50:53.071766,B787,666.2
2786,WN3439,Southwest Airlines,JFK,LAX,2026-02-10T22:15:00,2026-02-11T00:37:01.802396,B737,150.79
2787,DL9457,Delta Air Lines,DFW,ATL,2026-02-10T19:45:00,2026-02-10T22:49:10.144569,B737,698.26
2788,AA5156,American Airlines,DEN,SFO,2026-02-10T12:00:00,2026-02-10T17:50:10.135410,B787,608.32
2789,AA9069,American Airlines,DEN,MIA,2026-02-10T11:00:00,2026-02-10T16:04:09.378692,B787,70.87
2790,B65644,JetBlue,MIA,SFO,2026-02-10T22:30:00,2026-02-11T01:04:35.832396,B738,553.94
2791,B6820,JetBlue,DFW,SFO,2026-02-10T08:45:00,2026-02-10T11:09:08.216512,B738,374.44
